"https://www.amazon.in/s?k=macbook+pro&ref=nb_sb_noss_2","Amazon.in: macbook pro","2019-08-06 16:49:00"
"https://www.amazon.in/s?i=aps&k=macbook%20pro&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook pro","2019-08-06 16:48:58"
"https://www.amazon.in/s?k=macbook+air&ref=nb_sb_noss","Amazon.in: macbook air","2019-08-06 16:48:54"
"https://www.amazon.in/s?i=aps&k=macbook%20air&ref=nb_sb_noss&url=search-alias%3Daps","Amazon.in: macbook air","2019-08-06 16:48:52"
"https://www.amazon.in/s?i=aps&k=macbook%20air&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook air","2019-08-06 16:46:43"
"https://www.amazon.in/s?k=macbook+air&ref=nb_sb_noss_2","Amazon.in: macbook air","2019-08-06 16:46:43"
"https://www.amazon.in/s?k=Macbook+promacbook+air&ref=nb_sb_noss_2","Amazon.in: macbook pro macbook air","2019-08-06 16:46:32"
"https://www.amazon.in/s?i=aps&k=Macbook%20promacbook%20air&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook pro macbook air","2019-08-06 16:46:31"
"https://www.amazon.in/s?k=Macbook+pro&ref=nb_sb_noss_2","Amazon.in: Macbook pro","2019-08-06 16:46:27"
"https://www.amazon.in/s?i=aps&k=Macbook%20pro&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: Macbook pro","2019-08-06 16:46:26"
"https://www.amazon.in/s?k=ZenBook+UX430UN&ref=nb_sb_noss","Amazon.in: ZenBook UX430UN","2019-08-06 16:36:07"
"https://www.amazon.in/s?i=aps&k=ZenBook%20UX430UN&ref=nb_sb_noss&url=search-alias%3Daps","Amazon.in: ZenBook UX430UN","2019-08-06 16:36:02"
"https://www.amazon.in/s?i=aps&k=macbook%20air&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook air","2019-08-06 15:01:23"
"https://www.amazon.in/s?k=macbook+air&ref=nb_sb_noss_2","Amazon.in: macbook air","2019-08-06 15:01:23"
"https://www.amazon.in/s?i=aps&k=macbook%20pro&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook pro","2019-08-06 15:01:16"
"https://www.amazon.in/s?k=macbook+pro&ref=nb_sb_noss_2","Amazon.in: macbook pro","2019-08-06 15:01:16"
"https://www.amazon.in/s?k=macbook+pro&ref=nb_sb_noss_2","Amazon.in: macbook pro","2019-08-06 15:01:07"
"https://www.amazon.in/s?i=aps&k=macbook%20pro&ref=nb_sb_noss_2&url=search-alias%3Daps","Amazon.in: macbook pro","2019-08-06 15:01:06"
"https://www.amazon.in/s?k=Latitude+5590&ref=nb_sb_noss","Amazon.in: Latitude 5590","2019-08-06 14:29:50"
"https://www.amazon.in/s?i=aps&k=Latitude%205590&ref=nb_sb_noss&url=search-alias%3Daps","Amazon.in: Latitude 5590","2019-08-06 14:29:49"
"https://www.amazon.in/s?i=aps&k=Inspiron%205579&ref=nb_sb_noss&url=search-alias%3Daps","Amazon.in: Inspiron 5579","2019-08-06 14:19:11"
"https://www.amazon.in/s?k=Inspiron+5579&ref=nb_sb_noss","Amazon.in: Inspiron 5579","2019-08-06 14:19:11"
"https://www.amazon.in/s?k=Inspiron+3567&ref=nb_sb_noss_2","Amazon.in: Inspiron 3567","2019-08-06 14:18:17"
"https://www.amazon.in/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=Inspiron+3567","Amazon.in: Inspiron 3567","2019-08-06 14:18:14"
"https://amazon.in/","","2019-08-06 14:18:06"
"https://www.amazon.in/","Online Shopping site in India: Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in","2019-08-06 14:18:06"
"http://amazon.in/","","2019-08-06 14:18:05"
"https://www.flipkart.com/dell-inspiron-14-3000-series-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-3467-laptop/p/itmf8ccgphyhzf4z?gclid=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE&pid=COMF8CCGDN8EYGNU&lid=LSTCOMF8CCGDN8EYGNUVMAXIF&marketplace=FLIPKART&cmpid=content_computer_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,49950237140,1o1,,,c,,,,,,,&ef_id=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE:G:s&s_kwcid=AL!739!3!49950237140!!!g!619479715116!","Dell Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3467 Laptop Rs.32367 Price in India - Buy Dell Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3467 Laptop Black Online - Dell : Flipkart.com","2019-08-06 11:18:44"
"https://pixel.everesttech.net/739/cq?ev_sid=3&ev_lx=aud-306420368550:pla-619479715116&ev_ln=&ev_pl=&ev_crx=49950237140&ev_mt=&ev_n=g&ev_ltx=pla&ev_plx=LSTCOMF8CCGDN8EYGNUVMAXIF&ev_ptid=619479715116&ev_mid=110131434&ev_cty=IN&ev_lan=en&ev_dvc=c&ev_dvm=&ev_phy=1007805&ev_loc=&ev_cx=225767780&ev_ax=16217896100&ev_efid=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE:G:s&url=http://www.flipkart.com/dell-inspiron-14-3000-series-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-3467-laptop/p/itmf8ccgphyhzf4z%3Fpid%3DCOMF8CCGDN8EYGNU%26lid%3DLSTCOMF8CCGDN8EYGNUVMAXIF%26marketplace%3DFLIPKART%26cmpid%3Dcontent_computer_8965229628_gmc_pla%26tgi%3Dsem,1,G,11214002,g,search,,49950237140,1o1,,,c,,,,,,,%26ef_id%3DEAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE:G:s%26s_kwcid%3DAL!739!3!49950237140!!!g!619479715116!&gclid=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE","","2019-08-06 11:18:43"
"http://www.flipkart.com/dell-inspiron-14-3000-series-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-3467-laptop/p/itmf8ccgphyhzf4z?gclid=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE&pid=COMF8CCGDN8EYGNU&lid=LSTCOMF8CCGDN8EYGNUVMAXIF&marketplace=FLIPKART&cmpid=content_computer_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,49950237140,1o1,,,c,,,,,,,&ef_id=EAIaIQobChMIw63xgMbt4wIVkoRwCh3rNQxoEAYYASABEgKGiPD_BwE:G:s&s_kwcid=AL!739!3!49950237140!!!g!619479715116!","","2019-08-06 11:18:43"
"https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjDrfGAxu3jAhWShHAKHes1DGgYABATGgJzYg&ohost=www.google.com&cid=CAASE-RoMmi61rtv593qvMyCNCAqWGY&sig=AOD64_2pcNgmii4_mjJVh6kATLD-6fZP0g&ctype=5&q=&ved=0ahUKEwixxOuAxu3jAhWYXCsKHfXnDsEQ9aACCIAC&adurl=","","2019-08-06 11:18:41"
"https://www.google.com/search?q=dell+xperion&ie=utf-8&oe=utf-8","dell xperion - Google Search","2019-08-06 11:18:35"
"http://127.0.0.1:5000/","Dell store","2019-08-05 18:56:31"
"https://www.dell.com/","","2019-08-05 15:15:58"
"https://www.dell.com/en-in","Dell Official Site | Dell India","2019-08-05 15:15:58"
"http://dell.com/","","2019-08-05 15:15:57"
"https://amazon.in/","","2019-08-05 15:04:34"
"https://www.amazon.in/","Online Shopping site in India: Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in","2019-08-05 15:04:34"
"http://amazon.in/","","2019-08-05 15:04:33"
"https://www.walmart.com/browse/apple/0/0/?_refineresult=true&_be_shelf_id=9261&search_sort=100&facet=shelf_id%3A9261&cat_id=0&grid=true&search_redirect=true&redirectQuery=macbook%20pro","","2019-08-05 14:40:22"
"https://www.walmart.com/search/?cat_id=0&query=macbook+pro","","2019-08-05 14:40:21"
"https://www.walmart.com/browse/apple/0/0/?_refineresult=true&_be_shelf_id=9261&search_sort=100&facet=shelf_id%3A9261&cat_id=0&grid=true&search_redirect=true&redirectQuery=macbook%20pro","","2019-08-05 14:40:15"
"https://www.walmart.com/search/?cat_id=0&query=macbook+pro","","2019-08-05 14:40:14"
"https://www.walmart.com/","Walmart.com | Save Money. Live Better.","2019-08-05 14:40:05"
"http://walmart.com/","","2019-08-05 14:40:04"
"https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=macbook+pro&_sacat=0&LH_TitleDesc=0&_osacat=0&_odkw=macbook+pro","macbook pro | eBay","2019-08-05 14:38:35"
"https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=macbook+pro&_sacat=0","macbook pro | eBay","2019-08-05 14:38:29"
